"order_id";"product";"quantity_Ordered";"price_Each";"order_Date";"purchase_Address";"month";"sales";"City";"hour";"day";"weekday"
296276;"Vareebadd Phone";1;400.0;"2019-12-30 17:56:00";"186 14th St, New York City, NY 10001";12;400.0;" New York City";17;0;""
296277;"34in Ultrawide Monitor";1;379.99;"2019-12-10 16:46:00";"839 Lake St, New York City, NY 10001";12;379.99;" New York City";16;0;""
296278;"AAA Batteries (4-pack)";3;2.99;"2019-12-17 13:54:00";"666 Sunset St, Atlanta, GA 30301";12;8.97;" Atlanta";13;0;""
296279;"Lightning Charging Cable";1;14.95;"2019-12-02 09:02:00";"80 Chestnut St, Los Angeles, CA 90001";12;14.95;" Los Angeles";9;0;""
296280;"Apple Airpods Headphones";1;150.0;"2019-12-03 23:15:00";"737 Elm St, Atlanta, GA 30301";12;150.0;" Atlanta";23;0;""
296281;"Apple Airpods Headphones";1;150.0;"2019-12-04 22:53:00";"942 Ridge St, New York City, NY 10001";12;150.0;" New York City";22;0;""
296282;"AA Batteries (4-pack)";1;3.84;"2019-12-07 12:48:00";"954 West St, San Francisco, CA 94016";12;3.84;" San Francisco";12;0;""
296283;"AAA Batteries (4-pack)";1;2.99;"2019-12-06 20:46:00";"654 Cedar St, Boston, MA 02215";12;2.99;" Boston";20;0;""
296284;"Lightning Charging Cable";1;14.95;"2019-12-25 08:57:00";"145 South St, San Francisco, CA 94016";12;14.95;" San Francisco";8;0;""
296285;"Lightning Charging Cable";2;14.95;"2019-12-26 08:33:00";"484 Cherry St, Dallas, TX 75001";12;29.9;" Dallas";8;0;""
296286;"AAA Batteries (4-pack)";2;2.99;"2019-12-22 13:43:00";"790 Wilson St, Dallas, TX 75001";12;5.98;" Dallas";13;0;""
296287;"Bose SoundSport Headphones";1;99.99;"2019-12-31 12:13:00";"322 North St, Seattle, WA 98101";12;99.99;" Seattle";12;0;""
296288;"Flatscreen TV";1;300.0;"2019-12-13 20:40:00";"277 Wilson St, New York City, NY 10001";12;300.0;" New York City";20;0;""
296289;"Wired Headphones";1;11.99;"2019-12-22 22:38:00";"419 14th St, Portland, OR 97035";12;11.99;" Portland";22;0;""
296290;"Lightning Charging Cable";1;14.95;"2019-12-26 18:15:00";"157 10th St, Portland, OR 97035";12;14.95;" Portland";18;0;""
296291;"34in Ultrawide Monitor";1;379.99;"2019-12-24 12:31:00";"885 Ridge St, Atlanta, GA 30301";12;379.99;" Atlanta";12;0;""
296292;"Lightning Charging Cable";1;14.95;"2019-12-29 12:05:00";"907 Pine St, Boston, MA 02215";12;14.95;" Boston";12;0;""
296293;"Wired Headphones";1;11.99;"2019-12-09 14:35:00";"896 Sunset St, New York City, NY 10001";12;11.99;" New York City";14;0;""
296294;"Apple Airpods Headphones";1;150.0;"2019-12-28 22:36:00";"360 6th St, Portland, ME 04101";12;150.0;" Portland";22;0;""
296295;"AAA Batteries (4-pack)";1;2.99;"2019-12-19 19:57:00";"445 Washington St, Portland, OR 97035";12;2.99;" Portland";19;0;""
296296;"Lightning Charging Cable";1;14.95;"2019-12-21 18:28:00";"447 Lake St, New York City, NY 10001";12;14.95;" New York City";18;0;""
296297;"USB-C Charging Cable";1;11.95;"2019-12-04 16:09:00";"224 Washington St, Los Angeles, CA 90001";12;11.95;" Los Angeles";16;0;""
296298;"Lightning Charging Cable";1;14.95;"2019-12-19 20:28:00";"709 12th St, Los Angeles, CA 90001";12;14.95;" Los Angeles";20;0;""
296299;"USB-C Charging Cable";1;11.95;"2019-12-31 11:24:00";"160 5th St, San Francisco, CA 94016";12;11.95;" San Francisco";11;0;""
296300;"AA Batteries (4-pack)";2;3.84;"2019-12-08 15:22:00";"828 Lake St, New York City, NY 10001";12;7.68;" New York City";15;0;""
296301;"AA Batteries (4-pack)";1;3.84;"2019-12-06 12:50:00";"722 7th St, Los Angeles, CA 90001";12;3.84;" Los Angeles";12;0;""
296302;"Apple Airpods Headphones";1;150.0;"2019-12-03 23:07:00";"620 Cedar St, Boston, MA 02215";12;150.0;" Boston";23;0;""
296303;"Lightning Charging Cable";1;14.95;"2019-12-01 17:54:00";"843 Ridge St, New York City, NY 10001";12;14.95;" New York City";17;0;""
296304;"AAA Batteries (4-pack)";7;2.99;"2019-12-23 18:27:00";"567 Highland St, San Francisco, CA 94016";12;20.93;" San Francisco";18;0;""
296305;"AA Batteries (4-pack)";2;3.84;"2019-12-13 10:17:00";"327 7th St, Portland, OR 97035";12;7.68;" Portland";10;0;""
296306;"AAA Batteries (4-pack)";2;2.99;"2019-12-14 11:11:00";"703 Hickory St, San Francisco, CA 94016";12;5.98;" San Francisco";11;0;""
296307;"Apple Airpods Headphones";1;150.0;"2019-12-07 09:49:00";"536 Main St, Seattle, WA 98101";12;150.0;" Seattle";9;0;""
296308;"USB-C Charging Cable";1;11.95;"2019-12-02 13:52:00";"873 Madison St, San Francisco, CA 94016";12;11.95;" San Francisco";13;0;""
296309;"27in 4K Gaming Monitor";1;389.99;"2019-12-04 13:20:00";"125 Church St, New York City, NY 10001";12;389.99;" New York City";13;0;""
296310;"AAA Batteries (4-pack)";1;2.99;"2019-12-23 09:02:00";"994 West St, New York City, NY 10001";12;2.99;" New York City";9;0;""
296311;"USB-C Charging Cable";1;11.95;"2019-12-30 10:48:00";"385 Park St, Dallas, TX 75001";12;11.95;" Dallas";10;0;""
296312;"Lightning Charging Cable";1;14.95;"2019-12-06 11:44:00";"432 7th St, Boston, MA 02215";12;14.95;" Boston";11;0;""
296313;"27in 4K Gaming Monitor";1;389.99;"2019-12-02 12:21:00";"670 Highland St, San Francisco, CA 94016";12;389.99;" San Francisco";12;0;""
296314;"34in Ultrawide Monitor";1;379.99;"2019-12-20 14:47:00";"931 7th St, Boston, MA 02215";12;379.99;" Boston";14;0;""
296315;"USB-C Charging Cable";1;11.95;"2019-12-28 21:10:00";"937 Spruce St, San Francisco, CA 94016";12;11.95;" San Francisco";21;0;""
296316;"AAA Batteries (4-pack)";1;2.99;"2019-12-30 14:54:00";"325 Walnut St, Austin, TX 73301";12;2.99;" Austin";14;0;""
296317;"AA Batteries (4-pack)";1;3.84;"2019-12-21 10:47:00";"949 Elm St, Austin, TX 73301";12;3.84;" Austin";10;0;""
296318;"Bose SoundSport Headphones";1;99.99;"2019-12-20 19:45:00";"35 Madison St, San Francisco, CA 94016";12;99.99;" San Francisco";19;0;""
296319;"20in Monitor";1;109.99;"2019-12-31 09:58:00";"208 6th St, Dallas, TX 75001";12;109.99;" Dallas";9;0;""
296320;"AA Batteries (4-pack)";2;3.84;"2019-12-19 19:15:00";"635 Lake St, Portland, OR 97035";12;7.68;" Portland";19;0;""
296321;"Bose SoundSport Headphones";1;99.99;"2019-12-22 09:54:00";"51 Hickory St, San Francisco, CA 94016";12;99.99;" San Francisco";9;0;""
296322;"AA Batteries (4-pack)";2;3.84;"2019-12-27 10:08:00";"627 4th St, Portland, ME 04101";12;7.68;" Portland";10;0;""
296323;"Lightning Charging Cable";1;14.95;"2019-12-04 21:09:00";"945 14th St, Atlanta, GA 30301";12;14.95;" Atlanta";21;0;""
296324;"34in Ultrawide Monitor";1;379.99;"2019-12-19 12:33:00";"76 Madison St, New York City, NY 10001";12;379.99;" New York City";12;0;""
296325;"Macbook Pro Laptop";1;1700.0;"2019-12-28 22:52:00";"755 Adams St, Seattle, WA 98101";12;1700.0;" Seattle";22;0;""
296326;"20in Monitor";1;109.99;"2019-12-25 11:10:00";"178 12th St, Los Angeles, CA 90001";12;109.99;" Los Angeles";11;0;""
296327;"USB-C Charging Cable";1;11.95;"2019-12-05 23:54:00";"327 Chestnut St, Los Angeles, CA 90001";12;11.95;" Los Angeles";23;0;""
296328;"USB-C Charging Cable";1;11.95;"2019-12-21 12:05:00";"558 2nd St, New York City, NY 10001";12;11.95;" New York City";12;0;""
296329;"LG Washing Machine";1;600.0;"2019-12-01 11:49:00";"194 South St, San Francisco, CA 94016";12;600.0;" San Francisco";11;0;""
296330;"Wired Headphones";1;11.99;"2019-12-23 13:47:00";"298 Jackson St, San Francisco, CA 94016";12;11.99;" San Francisco";13;0;""
296331;"Flatscreen TV";1;300.0;"2019-12-01 15:34:00";"473 6th St, Seattle, WA 98101";12;300.0;" Seattle";15;0;""
296332;"USB-C Charging Cable";1;11.95;"2019-12-12 10:09:00";"991 Dogwood St, New York City, NY 10001";12;11.95;" New York City";10;0;""
296333;"27in 4K Gaming Monitor";1;389.99;"2019-12-24 23:12:00";"587 Lakeview St, Boston, MA 02215";12;389.99;" Boston";23;0;""
296334;"Lightning Charging Cable";1;14.95;"2019-12-13 18:12:00";"952 Dogwood St, Los Angeles, CA 90001";12;14.95;" Los Angeles";18;0;""
296335;"Wired Headphones";1;11.99;"2019-12-31 11:10:00";"850 Walnut St, San Francisco, CA 94016";12;11.99;" San Francisco";11;0;""
296336;"Lightning Charging Cable";1;14.95;"2019-12-29 18:26:00";"407 Highland St, Los Angeles, CA 90001";12;14.95;" Los Angeles";18;0;""
296337;"34in Ultrawide Monitor";1;379.99;"2019-12-23 11:23:00";"783 South St, Los Angeles, CA 90001";12;379.99;" Los Angeles";11;0;""
296338;"USB-C Charging Cable";1;11.95;"2019-12-23 15:55:00";"595 Lake St, San Francisco, CA 94016";12;11.95;" San Francisco";15;0;""
296339;"USB-C Charging Cable";2;11.95;"2019-12-11 07:42:00";"585 Washington St, New York City, NY 10001";12;23.9;" New York City";7;0;""
296340;"AAA Batteries (4-pack)";2;2.99;"2019-12-02 12:10:00";"873 North St, Los Angeles, CA 90001";12;5.98;" Los Angeles";12;0;""
296341;"AAA Batteries (4-pack)";1;2.99;"2019-12-26 21:52:00";"634 Elm St, Dallas, TX 75001";12;2.99;" Dallas";21;0;""
296342;"USB-C Charging Cable";1;11.95;"2019-12-04 09:03:00";"391 7th St, San Francisco, CA 94016";12;11.95;" San Francisco";9;0;""
296343;"27in 4K Gaming Monitor";1;389.99;"2019-12-14 12:44:00";"486 10th St, San Francisco, CA 94016";12;389.99;" San Francisco";12;0;""
296344;"27in FHD Monitor";1;149.99;"2019-12-24 11:47:00";"887 Jackson St, San Francisco, CA 94016";12;149.99;" San Francisco";11;0;""
296345;"AA Batteries (4-pack)";1;3.84;"2019-12-17 09:37:00";"790 Jackson St, San Francisco, CA 94016";12;3.84;" San Francisco";9;0;""
296346;"Macbook Pro Laptop";1;1700.0;"2019-12-25 07:39:00";"818 Willow St, Boston, MA 02215";12;1700.0;" Boston";7;0;""
296347;"Google Phone";1;600.0;"2019-12-08 13:43:00";"65 11th St, Boston, MA 02215";12;600.0;" Boston";13;0;""
296348;"AA Batteries (4-pack)";3;3.84;"2019-12-13 23:46:00";"25 Lake St, Dallas, TX 75001";12;11.52;" Dallas";23;0;""
296349;"Lightning Charging Cable";1;14.95;"2019-12-06 13:31:00";"995 4th St, Boston, MA 02215";12;14.95;" Boston";13;0;""
296350;"Wired Headphones";1;11.99;"2019-12-11 23:13:00";"804 Center St, San Francisco, CA 94016";12;11.99;" San Francisco";23;0;""
296351;"ThinkPad Laptop";1;999.99;"2019-12-24 17:57:00";"168 10th St, Portland, ME 04101";12;999.99;" Portland";17;0;""
296352;"Lightning Charging Cable";1;14.95;"2019-12-11 19:20:00";"478 Sunset St, Los Angeles, CA 90001";12;14.95;" Los Angeles";19;0;""
296353;"iPhone";1;700.0;"2019-12-01 22:49:00";"475 Cedar St, Los Angeles, CA 90001";12;700.0;" Los Angeles";22;0;""
296354;"Vareebadd Phone";1;400.0;"2019-12-11 07:03:00";"299 Lake St, Atlanta, GA 30301";12;400.0;" Atlanta";7;0;""
296355;"Lightning Charging Cable";1;14.95;"2019-12-04 11:52:00";"142 North St, Seattle, WA 98101";12;14.95;" Seattle";11;0;""
296356;"20in Monitor";1;109.99;"2019-12-02 23:34:00";"61 Maple St, Portland, ME 04101";12;109.99;" Portland";23;0;""
296357;"USB-C Charging Cable";1;11.95;"2019-12-09 22:26:00";"529 7th St, Atlanta, GA 30301";12;11.95;" Atlanta";22;0;""
296358;"34in Ultrawide Monitor";1;379.99;"2019-12-15 19:02:00";"61 4th St, Seattle, WA 98101";12;379.99;" Seattle";19;0;""
296359;"AA Batteries (4-pack)";1;3.84;"2019-12-22 14:23:00";"53 Forest St, San Francisco, CA 94016";12;3.84;" San Francisco";14;0;""
296360;"Google Phone";1;600.0;"2019-12-12 10:12:00";"979 Sunset St, New York City, NY 10001";12;600.0;" New York City";10;0;""
296361;"Wired Headphones";1;11.99;"2019-12-29 16:05:00";"577 Hickory St, San Francisco, CA 94016";12;11.99;" San Francisco";16;0;""
296362;"Lightning Charging Cable";1;14.95;"2019-12-17 13:08:00";"677 Church St, Atlanta, GA 30301";12;14.95;" Atlanta";13;0;""
296363;"AA Batteries (4-pack)";3;3.84;"2019-12-01 22:03:00";"583 11th St, New York City, NY 10001";12;11.52;" New York City";22;0;""
296364;"USB-C Charging Cable";1;11.95;"2019-12-10 17:07:00";"486 Cedar St, San Francisco, CA 94016";12;11.95;" San Francisco";17;0;""
296365;"Vareebadd Phone";1;400.0;"2019-12-26 10:54:00";"444 1st St, Austin, TX 73301";12;400.0;" Austin";10;0;""
296366;"USB-C Charging Cable";1;11.95;"2019-12-08 19:56:00";"588 Johnson St, San Francisco, CA 94016";12;11.95;" San Francisco";19;0;""
296367;"iPhone";1;700.0;"2019-12-17 13:13:00";"902 Dogwood St, Portland, OR 97035";12;700.0;" Portland";13;0;""
296368;"34in Ultrawide Monitor";1;379.99;"2019-12-19 13:44:00";"223 10th St, New York City, NY 10001";12;379.99;" New York City";13;0;""
296369;"Wired Headphones";1;11.99;"2019-12-11 14:08:00";"171 West St, Portland, OR 97035";12;11.99;" Portland";14;0;""
296370;"27in FHD Monitor";1;149.99;"2019-12-25 12:53:00";"555 13th St, Boston, MA 02215";12;149.99;" Boston";12;0;""
296371;"iPhone";1;700.0;"2019-12-29 20:32:00";"234 Cherry St, Los Angeles, CA 90001";12;700.0;" Los Angeles";20;0;""
296372;"AA Batteries (4-pack)";1;3.84;"2019-12-24 18:11:00";"638 Forest St, Dallas, TX 75001";12;3.84;" Dallas";18;0;""
296373;"Wired Headphones";1;11.99;"2019-12-26 22:15:00";"924 Washington St, San Francisco, CA 94016";12;11.99;" San Francisco";22;0;""
296374;"AAA Batteries (4-pack)";1;2.99;"2019-12-15 20:22:00";"212 Walnut St, Boston, MA 02215";12;2.99;" Boston";20;0;""
296375;"Lightning Charging Cable";1;14.95;"2019-12-11 11:22:00";"564 10th St, Seattle, WA 98101";12;14.95;" Seattle";11;0;""
296376;"LG Dryer";1;600.0;"2019-12-21 10:10:00";"817 Meadow St, Portland, OR 97035";12;600.0;" Portland";10;0;""
296377;"Apple Airpods Headphones";1;150.0;"2019-12-02 12:36:00";"694 Washington St, New York City, NY 10001";12;150.0;" New York City";12;0;""
296378;"Wired Headphones";1;11.99;"2019-12-29 22:01:00";"190 Spruce St, Atlanta, GA 30301";12;11.99;" Atlanta";22;0;""
296379;"Lightning Charging Cable";1;14.95;"2019-12-19 10:11:00";"533 5th St, Los Angeles, CA 90001";12;14.95;" Los Angeles";10;0;""
296380;"USB-C Charging Cable";1;11.95;"2019-12-19 12:58:00";"474 Washington St, Seattle, WA 98101";12;11.95;" Seattle";12;0;""
296381;"Lightning Charging Cable";1;14.95;"2019-12-02 18:19:00";"146 Wilson St, New York City, NY 10001";12;14.95;" New York City";18;0;""
296382;"iPhone";1;700.0;"2019-12-30 10:03:00";"215 Willow St, Dallas, TX 75001";12;700.0;" Dallas";10;0;""
296383;"Lightning Charging Cable";1;14.95;"2019-12-08 13:20:00";"118 Park St, San Francisco, CA 94016";12;14.95;" San Francisco";13;0;""
296384;"Lightning Charging Cable";1;14.95;"2019-12-24 22:10:00";"159 Willow St, San Francisco, CA 94016";12;14.95;" San Francisco";22;0;""
296385;"34in Ultrawide Monitor";1;379.99;"2019-12-27 13:40:00";"120 Center St, Portland, OR 97035";12;379.99;" Portland";13;0;""
296386;"AA Batteries (4-pack)";1;3.84;"2019-12-07 15:05:00";"521 Center St, Portland, OR 97035";12;3.84;" Portland";15;0;""
296387;"USB-C Charging Cable";2;11.95;"2019-12-27 21:07:00";"40 North St, Portland, OR 97035";12;23.9;" Portland";21;0;""
296388;"AA Batteries (4-pack)";1;3.84;"2019-12-02 09:42:00";"801 7th St, New York City, NY 10001";12;3.84;" New York City";9;0;""
296389;"iPhone";1;700.0;"2019-12-06 17:39:00";"692 West St, Portland, OR 97035";12;700.0;" Portland";17;0;""
296390;"iPhone";1;700.0;"2019-12-06 09:07:00";"619 Jackson St, New York City, NY 10001";12;700.0;" New York City";9;0;""
296391;"Google Phone";1;600.0;"2019-12-10 11:50:00";"183 2nd St, San Francisco, CA 94016";12;600.0;" San Francisco";11;0;""
296392;"Apple Airpods Headphones";1;150.0;"2019-12-04 22:19:00";"726 Dogwood St, Dallas, TX 75001";12;150.0;" Dallas";22;0;""
296393;"USB-C Charging Cable";1;11.95;"2019-12-24 12:06:00";"827 River St, San Francisco, CA 94016";12;11.95;" San Francisco";12;0;""
296394;"Lightning Charging Cable";1;14.95;"2019-12-28 18:52:00";"762 Washington St, Seattle, WA 98101";12;14.95;" Seattle";18;0;""
296395;"USB-C Charging Cable";1;11.95;"2019-12-04 13:42:00";"697 Adams St, New York City, NY 10001";12;11.95;" New York City";13;0;""
296396;"Wired Headphones";1;11.99;"2019-12-29 22:18:00";"58 Elm St, Los Angeles, CA 90001";12;11.99;" Los Angeles";22;0;""
296397;"Lightning Charging Cable";1;14.95;"2019-12-08 10:11:00";"268 West St, Boston, MA 02215";12;14.95;" Boston";10;0;""
296398;"AAA Batteries (4-pack)";1;2.99;"2019-12-31 09:47:00";"845 4th St, San Francisco, CA 94016";12;2.99;" San Francisco";9;0;""
296399;"AAA Batteries (4-pack)";1;2.99;"2019-12-27 09:45:00";"546 Church St, Atlanta, GA 30301";12;2.99;" Atlanta";9;0;""
296400;"AA Batteries (4-pack)";1;3.84;"2019-12-14 21:20:00";"791 Highland St, Portland, OR 97035";12;3.84;" Portland";21;0;""
296401;"Wired Headphones";1;11.99;"2019-12-17 22:42:00";"853 Elm St, Seattle, WA 98101";12;11.99;" Seattle";22;0;""
296402;"USB-C Charging Cable";1;11.95;"2019-12-16 18:06:00";"306 Chestnut St, San Francisco, CA 94016";12;11.95;" San Francisco";18;0;""
296403;"Wired Headphones";1;11.99;"2019-12-26 15:35:00";"209 5th St, Los Angeles, CA 90001";12;11.99;" Los Angeles";15;0;""
296404;"Bose SoundSport Headphones";1;99.99;"2019-12-25 15:42:00";"268 Sunset St, Boston, MA 02215";12;99.99;" Boston";15;0;""
296405;"Wired Headphones";2;11.99;"2019-12-11 07:58:00";"391 Lakeview St, San Francisco, CA 94016";12;23.98;" San Francisco";7;0;""
296406;"ThinkPad Laptop";1;999.99;"2019-12-27 20:14:00";"799 Sunset St, Los Angeles, CA 90001";12;999.99;" Los Angeles";20;0;""
296407;"USB-C Charging Cable";1;11.95;"2019-12-12 15:41:00";"645 Hickory St, New York City, NY 10001";12;11.95;" New York City";15;0;""
296408;"Wired Headphones";1;11.99;"2019-12-15 19:58:00";"964 River St, San Francisco, CA 94016";12;11.99;" San Francisco";19;0;""
296409;"AAA Batteries (4-pack)";2;2.99;"2019-12-22 12:28:00";"507 Johnson St, San Francisco, CA 94016";12;5.98;" San Francisco";12;0;""
296410;"Lightning Charging Cable";1;14.95;"2019-12-31 17:52:00";"716 Johnson St, New York City, NY 10001";12;14.95;" New York City";17;0;""
296411;"Lightning Charging Cable";2;14.95;"2019-12-13 21:05:00";"538 Park St, Boston, MA 02215";12;29.9;" Boston";21;0;""
296412;"Apple Airpods Headphones";1;150.0;"2019-12-22 07:46:00";"403 Chestnut St, Atlanta, GA 30301";12;150.0;" Atlanta";7;0;""
296413;"Flatscreen TV";1;300.0;"2019-12-12 10:49:00";"389 Washington St, Atlanta, GA 30301";12;300.0;" Atlanta";10;0;""
296414;"34in Ultrawide Monitor";1;379.99;"2019-12-08 23:42:00";"815 Maple St, Dallas, TX 75001";12;379.99;" Dallas";23;0;""
296415;"Bose SoundSport Headphones";1;99.99;"2019-12-27 06:57:00";"236 Hill St, Boston, MA 02215";12;99.99;" Boston";6;0;""
296416;"Bose SoundSport Headphones";1;99.99;"2019-12-11 03:38:00";"373 9th St, New York City, NY 10001";12;99.99;" New York City";3;0;""
296417;"AA Batteries (4-pack)";1;3.84;"2019-12-22 14:26:00";"595 Spruce St, San Francisco, CA 94016";12;3.84;" San Francisco";14;0;""
296418;"AA Batteries (4-pack)";2;3.84;"2019-12-12 15:50:00";"277 Lakeview St, San Francisco, CA 94016";12;7.68;" San Francisco";15;0;""
296419;"Lightning Charging Cable";1;14.95;"2019-12-18 21:41:00";"509 Walnut St, Portland, OR 97035";12;14.95;" Portland";21;0;""
296420;"USB-C Charging Cable";2;11.95;"2019-12-02 19:16:00";"414 North St, Atlanta, GA 30301";12;23.9;" Atlanta";19;0;""
296421;"USB-C Charging Cable";1;11.95;"2019-12-28 07:26:00";"973 Walnut St, Austin, TX 73301";12;11.95;" Austin";7;0;""
296422;"USB-C Charging Cable";1;11.95;"2019-12-22 13:05:00";"351 6th St, Atlanta, GA 30301";12;11.95;" Atlanta";13;0;""
296423;"27in 4K Gaming Monitor";1;389.99;"2019-12-25 18:41:00";"95 Ridge St, Los Angeles, CA 90001";12;389.99;" Los Angeles";18;0;""
296424;"Apple Airpods Headphones";1;150.0;"2019-12-25 22:31:00";"999 Madison St, San Francisco, CA 94016";12;150.0;" San Francisco";22;0;""
296425;"Lightning Charging Cable";1;14.95;"2019-12-04 16:14:00";"188 Cherry St, Los Angeles, CA 90001";12;14.95;" Los Angeles";16;0;""
296426;"AA Batteries (4-pack)";2;3.84;"2019-12-22 23:27:00";"651 Dogwood St, Boston, MA 02215";12;7.68;" Boston";23;0;""
296427;"Lightning Charging Cable";1;14.95;"2019-12-05 10:39:00";"326 9th St, Atlanta, GA 30301";12;14.95;" Atlanta";10;0;""
296428;"Lightning Charging Cable";1;14.95;"2019-12-23 13:41:00";"933 6th St, San Francisco, CA 94016";12;14.95;" San Francisco";13;0;""
296429;"AA Batteries (4-pack)";2;3.84;"2019-12-30 07:58:00";"805 Cherry St, Los Angeles, CA 90001";12;7.68;" Los Angeles";7;0;""
296430;"Lightning Charging Cable";1;14.95;"2019-12-10 23:23:00";"217 Hickory St, San Francisco, CA 94016";12;14.95;" San Francisco";23;0;""
296431;"Bose SoundSport Headphones";1;99.99;"2019-12-03 16:49:00";"519 Lakeview St, Seattle, WA 98101";12;99.99;" Seattle";16;0;""
296432;"AAA Batteries (4-pack)";1;2.99;"2019-12-13 13:56:00";"911 Cherry St, Boston, MA 02215";12;2.99;" Boston";13;0;""
296433;"Apple Airpods Headphones";1;150.0;"2019-12-08 10:28:00";"596 13th St, San Francisco, CA 94016";12;150.0;" San Francisco";10;0;""
296434;"Wired Headphones";1;11.99;"2019-12-24 15:27:00";"745 13th St, New York City, NY 10001";12;11.99;" New York City";15;0;""
296435;"Lightning Charging Cable";1;14.95;"2019-12-12 19:07:00";"536 Maple St, Los Angeles, CA 90001";12;14.95;" Los Angeles";19;0;""
296436;"Vareebadd Phone";1;400.0;"2019-12-25 13:13:00";"939 River St, Los Angeles, CA 90001";12;400.0;" Los Angeles";13;0;""
296437;"Flatscreen TV";1;300.0;"2019-12-01 12:42:00";"19 12th St, Seattle, WA 98101";12;300.0;" Seattle";12;0;""
296438;"Vareebadd Phone";1;400.0;"2019-12-02 12:20:00";"355 Pine St, San Francisco, CA 94016";12;400.0;" San Francisco";12;0;""
296439;"34in Ultrawide Monitor";1;379.99;"2019-12-10 18:05:00";"882 Elm St, Seattle, WA 98101";12;379.99;" Seattle";18;0;""
296440;"Macbook Pro Laptop";1;1700.0;"2019-12-20 16:51:00";"988 Spruce St, Boston, MA 02215";12;1700.0;" Boston";16;0;""
296441;"Apple Airpods Headphones";1;150.0;"2019-12-22 19:00:00";"969 11th St, Boston, MA 02215";12;150.0;" Boston";19;0;""
296442;"Google Phone";1;600.0;"2019-12-23 17:33:00";"364 North St, Boston, MA 02215";12;600.0;" Boston";17;0;""
296443;"Vareebadd Phone";1;400.0;"2019-12-20 10:49:00";"181 12th St, Austin, TX 73301";12;400.0;" Austin";10;0;""
296444;"AAA Batteries (4-pack)";4;2.99;"2019-12-17 14:24:00";"504 Hickory St, Atlanta, GA 30301";12;11.96;" Atlanta";14;0;""
296445;"AAA Batteries (4-pack)";1;2.99;"2019-12-05 14:25:00";"458 Jefferson St, Boston, MA 02215";12;2.99;" Boston";14;0;""
296446;"Apple Airpods Headphones";1;150.0;"2019-12-22 19:03:00";"653 Park St, San Francisco, CA 94016";12;150.0;" San Francisco";19;0;""
296447;"Macbook Pro Laptop";1;1700.0;"2019-12-06 18:17:00";"585 Willow St, San Francisco, CA 94016";12;1700.0;" San Francisco";18;0;""
296448;"Bose SoundSport Headphones";1;99.99;"2019-12-12 18:51:00";"907 Willow St, San Francisco, CA 94016";12;99.99;" San Francisco";18;0;""
296449;"Wired Headphones";2;11.99;"2019-12-27 17:08:00";"354 10th St, Los Angeles, CA 90001";12;23.98;" Los Angeles";17;0;""
296450;"Bose SoundSport Headphones";1;99.99;"2019-12-27 15:44:00";"498 Walnut St, Atlanta, GA 30301";12;99.99;" Atlanta";15;0;""
296451;"USB-C Charging Cable";1;11.95;"2019-12-28 13:18:00";"400 4th St, Los Angeles, CA 90001";12;11.95;" Los Angeles";13;0;""
296452;"USB-C Charging Cable";1;11.95;"2019-12-12 18:51:00";"16 Chestnut St, Portland, OR 97035";12;11.95;" Portland";18;0;""
296453;"AA Batteries (4-pack)";1;3.84;"2019-12-30 11:55:00";"981 Hill St, Portland, OR 97035";12;3.84;" Portland";11;0;""
296454;"AAA Batteries (4-pack)";1;2.99;"2019-12-28 09:28:00";"965 Main St, San Francisco, CA 94016";12;2.99;" San Francisco";9;0;""
296455;"USB-C Charging Cable";1;11.95;"2019-12-05 18:51:00";"473 South St, San Francisco, CA 94016";12;11.95;" San Francisco";18;0;""
296456;"Apple Airpods Headphones";1;150.0;"2019-12-01 04:48:00";"937 River St, San Francisco, CA 94016";12;150.0;" San Francisco";4;0;""
296457;"Apple Airpods Headphones";1;150.0;"2019-12-30 17:10:00";"125 Main St, New York City, NY 10001";12;150.0;" New York City";17;0;""
296458;"ThinkPad Laptop";1;999.99;"2019-12-20 20:41:00";"881 Walnut St, Boston, MA 02215";12;999.99;" Boston";20;0;""
296459;"Wired Headphones";1;11.99;"2019-12-20 16:16:00";"621 Cherry St, Los Angeles, CA 90001";12;11.99;" Los Angeles";16;0;""
296460;"AA Batteries (4-pack)";1;3.84;"2019-12-14 18:22:00";"444 5th St, Dallas, TX 75001";12;3.84;" Dallas";18;0;""
296461;"Apple Airpods Headphones";1;150.0;"2019-12-20 18:59:00";"802 9th St, Boston, MA 02215";12;150.0;" Boston";18;0;""
296462;"AAA Batteries (4-pack)";5;2.99;"2019-12-17 19:03:00";"584 Spruce St, Boston, MA 02215";12;14.95;" Boston";19;0;""
296463;"34in Ultrawide Monitor";1;379.99;"2019-12-01 10:46:00";"348 Lakeview St, Dallas, TX 75001";12;379.99;" Dallas";10;0;""
296464;"AAA Batteries (4-pack)";3;2.99;"2019-12-26 13:42:00";"286 1st St, San Francisco, CA 94016";12;8.97;" San Francisco";13;0;""
296465;"AA Batteries (4-pack)";1;3.84;"2019-12-16 11:11:00";"822 South St, Portland, OR 97035";12;3.84;" Portland";11;0;""
296466;"Wired Headphones";1;11.99;"2019-12-08 16:17:00";"626 4th St, Portland, ME 04101";12;11.99;" Portland";16;0;""
296467;"Wired Headphones";1;11.99;"2019-12-13 12:53:00";"700 11th St, San Francisco, CA 94016";12;11.99;" San Francisco";12;0;""
